id,average,rank,latitude,longitude,elevation,state,name,total19,Latitude,Longitude,"Accuracy Score","Accuracy Type",Number,Street,City,State,County,Zip,Country,Source
USW00013786,12080.4,234,36.2606,-76.175,4,NC,"ELIZABETH CITY CGAS",13977,36.25939,-76.175973,0.98,rooftop,1664,"Weeksville Rd","Elizabeth City",NC,"Pasquotank County",27909,US,"NC Geographic Information Coordinating Council"
USS0006J19S,12078.8,235,40.79,-106.6,2846.8,CO,Zirkel,12655,40.79,-106.6,0.03,nearest_place,,,Cowdrey,CO,"Jackson County",80434,US,"TIGER/Line® dataset from the US Census Bureau"
USW00013781,12067.3,236,39.6728,-75.6008,24.1,DE,"WILMINGTON NEW CASTLE CO AP",12189,39.671021,-75.598875,1,nearest_street,,"US 40","New Castle",DE,"New Castle County",19720,US,"TIGER/Line® dataset from the US Census Bureau"
USW00012923,12034.3,237,29.2733,-94.8592,1.5,TX,"GALVESTON SCHOLES FLD",15052,29.269078,-94.854597,0.94,nearest_street,2092,"Terminal Dr",Galveston,TX,"Galveston County",77554,US,"TIGER/Line® dataset from the US Census Bureau"
USW00093721,12015.6,238,39.1667,-76.6833,47.5,MD,"BALTIMORE WASH INTL AP",9691,39.16077,-76.681477,0.94,nearest_street,1051,"State Hwy 176",Hanover,MD,"Anne Arundel County",21076,US,"TIGER/Line® dataset from the US Census Bureau"
US1ILSC0003,12013.9,239,38.5096,-89.9711,157.9,IL,"BELLEVILLE 2.2 SE",13913,38.509458,-89.971225,1,rooftop,605,"Forest Ave",Belleville,IL,"St. Clair County",62220,US,"St Clair"
USC00193276,12009.8,240,42.7467,-71.0425,9.1,MA,GROVELAND,12742,42.746551,-71.042583,1,rooftop,41,"Washington St",Groveland,MA,"Essex County",01834,US,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT"
USS0015D06S,12000.3,241,45.7,-115.23,1938.5,ID,"Mountain Meadows",11665,45.7,-115.23,0.08,nearest_place,,,"Red River Hot Springs",ID,"Idaho County",83525,US,"TIGER/Line® dataset from the US Census Bureau"
USS0013A27S,11956.7,242,48.8,-113.67,1493.5,MT,"Many Glacier",10385,48.797713,-113.669717,0.96,nearest_street,1217,"Rte 3","Cut Bank",MT,"Glacier County",59427,US,"TIGER/Line® dataset from the US Census Bureau"
USS0009C01S,11936.2,243,46.79,-109.51,1844,MT,"Crystal Lake",10544,46.79,-109.51,0.04,nearest_place,,,"Judith Gap",MT,"Fergus County",59453,US,"TIGER/Line® dataset from the US Census Bureau"
USS0015E02S,11908,244,44.63,-115.79,2005.6,ID,"Big Creek Summit",10905,44.63,-115.79,0.08,nearest_place,,,"Warm Lake",ID,"Valley County",83611,US,"TIGER/Line® dataset from the US Census Bureau"
USW00093720,11907.2,245,38.3406,-75.5103,14.6,MD,"SALISBURY WICOMICO RGNL AP",9374,38.336742,-75.510037,0.95,nearest_street,5281,"Lear Jet Way",Salisbury,MD,"Wicomico County",21804,US,"TIGER/Line® dataset from the US Census Bureau"
USC00272302,11905.4,246,42.8267,-71.6261,73.2,NH,"E MILFORD",11613,42.827044,-71.624347,0.98,rooftop,564,"Nashua St",Milford,NH,"Hillsborough County",03055,US,Milford
USS0017D02S,11884.8,247,45.21,-117.19,2255.5,OR,"Aneroid Lake #2",10929,45.21,-117.19,0.04,nearest_place,,,Cornucopia,OR,"Wallowa County",97834,US,"TIGER/Line® dataset from the US Census Bureau"
USS0021B62S,11869.8,248,47.07,-121.59,685.8,WA,"Huckleberry Creek",8593,47.07,-121.59,0.08,nearest_place,,,Greenwater,WA,"Pierce County",98022,US,"TIGER/Line® dataset from the US Census Bureau"
USW00003822,11860.5,249,32.13,-81.21,14,GA,"SAVANNAH INTL AP",13050,32.13127,-81.211143,0.98,rooftop,200,"Aggett Dr",Savannah,GA,"Chatham County",31408,US,"City of Savannah"
USW00004781,11855.5,250,40.7939,-73.1017,25.6,NY,"ISLIP LI MACARTHUR AP",12386,40.790362,-73.102749,0.95,nearest_street,92,"Clark Dr",Ronkonkoma,NY,"Suffolk County",11779,US,"TIGER/Line® dataset from the US Census Bureau"
USS0013D19S,11848,251,45.17,-113.58,2621.3,MT,"Darkhorse Lake",9277,45.17,-113.58,0.05,nearest_place,,,Salmon,ID,,83467,US,"TIGER/Line® dataset from the US Census Bureau"
USC00190120,11824.5,252,42.3861,-72.5375,44.2,MA,AMHERST,11424,42.386501,-72.537135,0.99,rooftop,100,"Mullins Way",Amherst,MA,"Hampshire County",01003,US,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT"
USC00351897,11823.3,253,43.7917,-123.0275,181.4,OR,"COTTAGE GROVE 2E",10717,43.79136,-123.026974,0.99,rooftop,3300,"Row River Rd","Cottage Grove",OR,"Lane County",97424,US,Lane
USS0006H20S,11822.9,254,41.33,-106.38,3087.6,WY,"North French Creek",11080,41.33,-106.38,0.07,nearest_place,,,Saratoga,WY,"Carbon County",82331,US,"TIGER/Line® dataset from the US Census Bureau"
US1MOFSA065,11820.3,255,37.6605,-91.5535,344.1,MO,"SALEM 1.8 NW",13694,37.656044,-91.554012,0.94,nearest_street,328,"Co Rd 3220",Salem,MO,"Dent County",65560,US,"TIGER/Line® dataset from the US Census Bureau"
USC00237263,11765.4,256,37.9567,-91.7761,357.5,MO,"ROLLA MISSOURI S&T",12826,37.956869,-91.776214,1,nearest_street,1495,"Us Hwy 63",Rolla,MO,"Phelps County",65401,US,"TIGER/Line® dataset from the US Census Bureau"
USC00313555,11748.2,257,36.0503,-79.3728,201.2,NC,"GRAHAM 2 ENE",13307,36.049444,-79.372833,0.99,rooftop,1204,"E Gilbreath St",Graham,NC,"Alamance County",27253,US,Alamance
US1ILWL0051,11723.5,258,41.5819,-88.1937,181.1,IL,"PLAINFIELD 2.4 SSE",16188,41.58182,-88.19374,1,rooftop,23664,"W Adams Ct",Plainfield,IL,"Will County",60586,US,Will
USW00013877,11709.4,259,36.4731,-82.4044,457.2,TN,"BRISTOL TRI CITY AP",14223,36.469107,-82.402506,0.95,nearest_street,748,"Hamilton Rd",Blountville,TN,"Sullivan County",37617,US,"TIGER/Line® dataset from the US Census Bureau"
USS0006H26S,11701.9,260,41.06,-106.71,2993.1,WY,"Blackhall Mtn",12045,41.06,-106.71,0.04,nearest_place,,,Riverside,WY,"Carbon County",82325,US,"TIGER/Line® dataset from the US Census Bureau"
USW00014732,11698.7,261,40.7794,-73.8803,3.4,NY,"NEW YORK LAGUARDIA AP",12921,40.771453,-73.876969,0.92,nearest_street,,Gcp,"East Elmhurst",NY,"Queens County",11369,US,"TIGER/Line® dataset from the US Census Bureau"
USW00014778,11682.9,262,41.2433,-76.9217,158.5,PA,WILLIAMSPORT,12365,41.245985,-76.920852,0.96,nearest_street,900,"Airport Rd",Montoursville,PA,"Lycoming County",17754,US,"TIGER/Line® dataset from the US Census Bureau"
USS0017D08S,11646,263,45,-117.17,1645.9,OR,"Schneider Meadows",13367,45,-117.17,0.4,nearest_place,,,Cornucopia,OR,"Baker County",97834,US,"TIGER/Line® dataset from the US Census Bureau"
USS0011G32S,11635.2,264,42.05,-111.6,2490.2,ID,"Franklin Basin",12005,42.05,-111.6,0.06,nearest_place,,,Glendale,ID,"Franklin County",83263,US,"TIGER/Line® dataset from the US Census Bureau"
USW00013741,11634.6,265,37.3169,-79.9742,358.1,VA,"ROANOKE RGNL AP",10809,37.31599,-79.975273,0.98,rooftop,3757,"Tom Andrews Rd NW",Roanoke,VA,"Roanoke County",24019,US,"Virginia Geographic Information Network (VGIN)"
USW00013971,11633.4,266,36.2667,-93.1567,418.8,AR,"HARRISON BOONE CO AP",14474,36.267711,-93.162382,0.94,nearest_street,1628,"Rains Rd S",Harrison,AR,"Boone County",72601,US,"TIGER/Line® dataset from the US Census Bureau"
USS0022G14S,11630.3,267,42.38,-122.35,1420.4,OR,"Fish Lk.",10525,42.38,-122.35,0.04,nearest_place,,,Lakecreek,OR,"Jackson County",97524,US,"TIGER/Line® dataset from the US Census Bureau"
USC00274234,11615.6,268,42.7831,-71.4147,56.4,NH,"HUDSON 1 SSE",13372,42.782805,-71.414736,1,rooftop,194,"Highland St",Hudson,NH,"Hillsborough County",03051,US,Statewide
USW00003813,11610.2,269,32.6847,-83.6528,104.5,GA,"MACON MIDDLE GA RGNL AP",11324,32.68342,-83.653057,0.98,rooftop,2208,"Avondale Mill Rd",Macon,GA,"Bibb County",31216,US,Macon
USW00013723,11609.6,270,36.0969,-79.9433,271.3,NC,"PIEDMONT TRIAD INTL AP",13207,36.097813,-79.943612,0.99,rooftop,6423,"Airport Pkwy",Greensboro,NC,"Guilford County",27409,US,"City of Greensboro"
USC00368469,11595,271,41.4039,-78.0183,284.1,PA,"STEVENSON DAM",13903,41.403795,-78.018169,1,rooftop,577,"Swank Rd",Austin,PA,"Cameron County",16720,US,Cameron
USW00004725,11594.1,272,42.1997,-75.985,489.5,NY,BINGHAMTON,11182,42.199644,-75.984696,1,rooftop,161,"Commercial Dr","Johnson City",NY,"Broome County",13790,US,Broome
USC00307705,11583.4,273,42.6772,-75.5067,333.8,NY,SHERBURNE,11183,42.677342,-75.506863,1,rooftop,50,"W State St",Sherburne,NY,"Chenango County",13460,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
USW00013740,11583.2,274,37.505,-77.3203,50,VA,"RICHMOND INTL AP",10902,37.504843,-77.322163,0.97,nearest_street,5611,"Triangle Rd",Richmond,VA,"Henrico County",23250,US,"TIGER/Line® dataset from the US Census Bureau"
USW00014860,11574,275,42.08,-80.1825,222.5,PA,"ERIE INTL AP",10273,42.079456,-80.184421,0.98,rooftop,1607,"Kudlak Dr",Erie,PA,"Erie County",16505,US,Erie
USS0007K11S,11571.5,276,39.02,-107.05,3261.4,CO,"Schofield Pass",12805,39.02,-107.05,0.06,nearest_place,,,Marble,CO,"Gunnison County",81623,US,"TIGER/Line® dataset from the US Census Bureau"
USC00128784,11568.9,277,40.2233,-86.1086,271.3,IN,"TIPTON 5 SW",10262,40.223504,-86.109521,0.99,rooftop,5578,"S 500 W",Tipton,IN,"Tipton County",46072,US,Statewide
USS0005J37S,11561.6,278,40.53,-105.89,3084.6,CO,"Joe Wright",11357,40.530039,-105.889734,0.99,nearest_street,58088,"State Hwy 14",Bellvue,CO,"Larimer County",80512,US,"TIGER/Line® dataset from the US Census Bureau"
USW00013883,11561.5,279,33.9486,-81.1186,70.4,SC,COLUMBIA,10744,33.948391,-81.11799,0.99,rooftop,1260,"Lexington Dr","West Columbia",SC,"Lexington County",29170,US,Lexington
USS0006J09S,11559,280,40.37,-106.74,2865.1,CO,"Rabbit Ears",11716,40.37,-106.74,0.07,nearest_place,,,"Steamboat Springs",CO,"Routt County",80488,US,"TIGER/Line® dataset from the US Census Bureau"
USW00094702,11556.7,281,41.1583,-73.1289,1.5,CT,"BRIDGEPORT SIKORSKY MEM AP",12982,41.156025,-73.127744,0.96,nearest_street,24,"Grove St",Stratford,CT,"Fairfield County",06615,US,"TIGER/Line® dataset from the US Census Bureau"
USC00441955,11550.8,282,37.2819,-78.9592,248.4,VA,"CONCORD 4 SSW",11659,37.282097,-78.959255,1,rooftop,4330,"Spring Mill Rd",Concord,VA,"Campbell County",24538,US,Campbell
USS0015C05S,11537.1,283,46.49,-115.8,938.8,ID,"Pierce R.S.",10526,46.490935,-115.799701,0.99,rooftop,106,"Carle St W",Pierce,ID,"Clearwater County",83546,US,Clearwater
US1OHMD0002,11528.4,284,41.2498,-81.8133,342,OH,"BRUNSWICK 0.5 NE",11082,41.249906,-81.812889,1,rooftop,958,"Spring Hill Ct",Brunswick,OH,"Medina County",44212,US,Medina
USW00013736,11475,285,39.6428,-79.9164,378,WV,"MORGANTOWN HART FLD",11444,39.645066,-79.922181,0.94,nearest_street,709,"Hartman Run Rd",Morgantown,WV,"Monongalia County",26505,US,"TIGER/Line® dataset from the US Census Bureau"
USC00444148,11470.7,286,37.1258,-79.525,273.4,VA,"HUDDLESTON 4 SW",12172,37.126058,-79.525143,1,rooftop,2020,"Clover Creek Rd",Huddleston,VA,"Bedford County",24104,US,Bedford
USW00094789,11467.3,287,40.6386,-73.7622,3.4,NY,"NEW YORK JFK INTL AP",13216,40.649838,-73.755988,0.91,nearest_street,,"Rockaway Blvd","Springfield Gardens",NY,"Queens County",11413,US,"TIGER/Line® dataset from the US Census Bureau"
USW00013995,11461.5,288,37.2353,-93.4003,389.5,MO,SPRINGFIELD,13841,37.235129,-93.40156,0.99,rooftop,5805,"W State Highway Ee Hwy",Springfield,MO,"Greene County",65802,US,Greene
USW00013881,11450.7,289,35.2236,-80.9553,221.9,NC,"CHARLOTTE DOUGLAS AP",13730,35.235723,-80.952885,1,nearest_street,6509,"Us Hwy 29",Charlotte,NC,"Mecklenburg County",28208,US,"TIGER/Line® dataset from the US Census Bureau"
USW00003872,11443.7,290,37.7836,-81.1231,766.3,WV,"BECKLEY RALEIGH CO AP",11201,37.783291,-81.121292,0.98,rooftop,200,"Airport Cir",Beaver,WV,"Raleigh County",25813,US,Raleigh
USW00093739,11442.9,291,37.9406,-75.4631,11.6,VA,"WALLOPS ISLAND FLIGHT FAC",11868,37.951841,-75.454892,0.91,nearest_street,35071,"Pin Oak Dr",Horntown,VA,"Accomack County",23395,US,"TIGER/Line® dataset from the US Census Bureau"
USW00014852,11433.8,292,41.2544,-80.6739,359.7,OH,"YOUNGSTOWN RGNL AP",12645,41.254807,-80.663769,0.93,nearest_street,1111,"Youngstown Kingsville Rd",Vienna,OH,"Trumbull County",44473,US,"TIGER/Line® dataset from the US Census Bureau"
USW00093846,11403.4,293,34.4978,-82.7097,231.6,SC,"ANDERSON CO AP",10013,34.501204,-82.709905,0.95,nearest_street,452,"Abercrombie Rd",Anderson,SC,"Anderson County",29626,US,"TIGER/Line® dataset from the US Census Bureau"
USC00125407,11369.5,294,39.4039,-86.453,180.4,IN,"MARTINSVILLE 2 SW",13347,39.404527,-86.452848,0.98,nearest_street,501,"Rogers Rd",Martinsville,IN,"Morgan County",46151,US,"TIGER/Line® dataset from the US Census Bureau"
USS0006H22S,11347.5,295,41,-106.91,2728,WY,"Whiskey Park",11741,41,-106.91,0.05,nearest_place,,,Columbine,CO,"Routt County",80428,US,"TIGER/Line® dataset from the US Census Bureau"
US1OHFR0003,11327,296,39.981,-83.0401,234.1,OH,"GRANDVIEW HEIGHTS 0.1 N",10725,39.980816,-83.040058,1,rooftop,1318,"Inglis Ave",Columbus,OH,"Franklin County",43212,US,"City of Columbus"
USS0017D18S,11323.6,297,45.27,-117.17,2411,OR,"Mt. Howard",11082,45.27,-117.17,0.05,nearest_place,,,Joseph,OR,"Wallowa County",97846,US,"TIGER/Line® dataset from the US Census Bureau"
USC00369408,11300.7,298,41.7003,-77.3872,554.1,PA,"WELLSBORO 4 SW",12150,41.700145,-77.387033,1,rooftop,1216,"Stony Fork School Rd",Wellsboro,PA,"Tioga County",16901,US,Tioga
USC00330279,11298.6,299,39.3225,-82.0994,208.5,OH,"ATHENS OU",13243,39.322604,-82.099286,1,rooftop,139,"University Ter",Athens,OH,"Athens County",45701,US,Athens
USC00367409,11292.2,300,41.33,-77.7381,201.2,PA,RENOVO,12041,41.329841,-77.738411,1,rooftop,1898,"Erie Ave",Renovo,PA,"Clinton County",17764,US,Clinton
USW00003901,11291.4,301,32.3847,-94.7117,111.3,TX,"LONGVIEW E TX RGNL AP",12273,32.383896,-94.703335,0.93,nearest_street,813,"Jerry Lucy Dr",Longview,TX,"Gregg County",75603,US,"TIGER/Line® dataset from the US Census Bureau"
USS0019L41S,11291.3,302,38.72,-119.89,2477.7,CA,"Burnside Lake",14826,38.72,-119.89,0.13,nearest_place,,,Sorensens,CA,"Alpine County",96120,US,"TIGER/Line® dataset from the US Census Bureau"
USW00014895,11274.3,303,40.9167,-81.4333,368.2,OH,"AKRON CANTON RGNL AP",11258,40.917205,-81.433044,0.99,rooftop,5400,"Lauby Rd",Canton,OH,"Summit County",44720,US,Summit
USW00014820,11263.8,304,41.4131,-81.86,232.6,OH,CLEVELAND,10163,41.414708,-81.86048,0.97,nearest_street,5299,"W Hanger Rd",Cleveland,OH,"Cuyahoga County",44135,US,"TIGER/Line® dataset from the US Census Bureau"
USS0011J12S,11235.7,305,40.97,-111.81,2066.2,UT,"Farmington Lower",15155,40.97,-111.81,0.1,nearest_place,,,Centerville,UT,"Davis County",84014,US,"TIGER/Line® dataset from the US Census Bureau"
USW00093819,11226.8,306,39.7075,-86.2803,240.8,IN,INDIANAPOLIS,11989,39.707129,-86.279303,0.99,rooftop,3852,"Kollman Rd",Indianapolis,IN,"Marion County",46241,US,Statewide
USC00117457,11222.5,307,41.6042,-88.085,201.2,IL,"ROMEOVILLE WFO",14433,41.604183,-88.084654,1,rooftop,333,"University Dr W",Romeoville,IL,"Will County",60446,US,Will
USW00013994,11198.2,308,38.7525,-90.3736,161.8,MO,"ST LOUIS LAMBERT INTL AP",13723,38.757359,-90.377482,1,nearest_street,4983,"Us Hwy 67",Bridgeton,MO,"St. Louis County",63044,US,"TIGER/Line® dataset from the US Census Bureau"
USS0014F04S,11187,309,43.8,-114.85,2731,ID,"Vienna Mine",10754,43.8,-114.85,0.04,nearest_place,,,Obsidian,ID,"Blaine County",83340,US,"TIGER/Line® dataset from the US Census Bureau"
USW00014607,11180.5,310,46.8706,-68.0172,190.2,ME,"CARIBOU MUNI AP",10564,46.870419,-68.012351,0.95,nearest_street,837,"Main St",Caribou,ME,"Aroostook County",04736,US,"TIGER/Line® dataset from the US Census Bureau"
USC00360132,11180.3,311,40.4189,-78.4197,359.7,PA,"ALTOONA 7 SW",11384,40.418768,-78.419642,1,rooftop,1028,"Pennington Dr",Duncansville,PA,"Blair County",16635,US,Blair
USW00014739,11169.1,312,42.3606,-71.0106,3.7,MA,"BOSTON LOGAN INTL AP",12811,42.3606,-71.0106,0.62,nearest_place,,,Boston,MA,"Suffolk County",02128,US,"TIGER/Line® dataset from the US Census Bureau"
US1OHPT0012,11145,313,41.0085,-81.329,357.8,OH,"MOGADORE 4.7 SE",13186,41.008302,-81.329272,1,rooftop,698,"Congress Lake Rd",Mogadore,OH,"Portage County",44260,US,Portage
USC00440766,11138,314,37.2039,-80.4144,641,VA,"BLACKSBURG NWSO",10847,37.204082,-80.414207,1,rooftop,1750,"Forecast Dr",Blacksburg,VA,"Montgomery County",24060,US,"Virginia Geographic Information Network (VGIN)"
USC00368449,11136.6,315,40.7933,-77.8672,356.6,PA,"STATE COLLEGE",10548,40.793247,-77.866867,1,rooftop,210,"N Burrowes Rd","State College",PA,"Centre County",16801,US,Centre
USC00441159,11103,316,37.7267,-79.3628,256,VA,"BUENA VISTA",10982,37.725821,-79.359723,1,nearest_street,1300,"Us Hwy 501","Buena Vista",VA,"Rockbridge County",24416,US,"TIGER/Line® dataset from the US Census Bureau"
USW00014821,11101.2,317,39.9914,-82.8808,246.9,OH,"COLUMBUS PORT COLUMBUS INTL AP",11173,39.986972,-82.878985,0.94,nearest_street,4473,"E 5th Ave",Columbus,OH,"Franklin County",43219,US,"TIGER/Line® dataset from the US Census Bureau"
USC00231801,11078.1,318,38.9425,-92.3206,219.5,MO,"COLUMBIA U OF M",11822,38.943181,-92.320511,0.99,rooftop,706,"Lee St",Columbia,MO,"Boone County",65201,US,Boone
USS0010F23S,11065.3,319,43.52,-110.91,2499.4,WY,"Phillips Bench",11512,43.52,-110.91,0.2,nearest_place,,,Wilson,WY,"Teton County",83014,US,"TIGER/Line® dataset from the US Census Bureau"
USW00093738,11063.6,320,38.9408,-77.4636,88.4,VA,"WASHINGTON DC DULLES AP",10375,38.9408,-77.4636,0.24,nearest_place,,,"Pleasant Valley",VA,"Loudoun County",22021,US,"TIGER/Line® dataset from the US Census Bureau"
USW00014891,11047,321,40.8203,-82.5178,394.7,OH,"MANSFIELD LAHM MUNI AP",12175,40.819186,-82.522773,0.95,nearest_street,2408,"Twp Rd 1300",Mansfield,OH,"Richland County",44903,US,"TIGER/Line® dataset from the US Census Bureau"
USW00004751,11044,322,41.8031,-78.6403,645.3,PA,"BRADFORD RGNL AP",11391,41.794038,-78.639808,0.92,nearest_street,8425,"Mt Alton Rd","Lewis Run",PA,"McKean County",16738,US,"TIGER/Line® dataset from the US Census Bureau"
US1MDAL0002,11041.8,323,39.5768,-78.8498,230.1,MD,"CRESAPTOWN-BEL AIR 0.9 SSE",10930,39.57685,-78.849554,1,rooftop,14207,"N Bel Air Dr SW",Cumberland,MD,"Allegany County",21502,US,Allegany
USW00014745,11013.8,324,43.1953,-71.5011,105.5,NH,"CONCORD MUNI AP",11489,43.194603,-71.503073,0.98,rooftop,178,"Airport Rd",Concord,NH,"Merrimack County",03301,US,Statewide
US1ILGY0001,11012.1,325,41.3414,-88.2981,160,IL,"CARBON HILL 3.1 N",15314,41.342006,-88.297997,0.98,nearest_street,6348,"Junebug Ln",Morris,IL,"Grundy County",60450,US,"TIGER/Line® dataset from the US Census Bureau"
USS0019L05S,10974.8,326,38.61,-119.92,2455.8,CA,"Blue Lakes",15023,38.61,-119.92,0.05,nearest_place,,,Plasse,CA,"Alpine County",95646,US,"TIGER/Line® dataset from the US Census Bureau"
USS0010E06S,10955.7,327,44.48,-110.16,2566.4,WY,"Sylvan Lake",10925,44.48,-110.16,0.05,nearest_place,,,"Pahaska Tepee",WY,"Park County",82414,US,"TIGER/Line® dataset from the US Census Bureau"
USW00013878,10938,328,31.1522,-81.3908,4.9,GA,"BRUNSWICK MALCOLM MCKINNON AP",11270,31.148665,-81.389622,0.95,nearest_street,501,"Shore Edge Trce","Saint Simons Island",GA,"Glynn County",31522,US,"TIGER/Line® dataset from the US Census Bureau"
USW00013733,10935.8,329,37.3208,-79.2067,286.5,VA,"LYNCHBURG RGNL AP",9920,37.324255,-79.206693,0.95,nearest_street,614,"Hangar Rd",Lynchburg,VA,"Campbell County",24502,US,"TIGER/Line® dataset from the US Census Bureau"
USS0019L45S,10895.8,330,38.69,-119.99,2546,CA,"Carson Pass",14363,38.69,-119.99,0.15,nearest_place,,,Kirkwood,CA,"Alpine County",95646,US,"TIGER/Line® dataset from the US Census Bureau"
USC00211198,10871,331,43.6308,-91.5028,355.4,MN,CALEDONIA,12170,43.631843,-91.502882,0.97,nearest_street,401,"W South St",Caledonia,MN,"Houston County",55921,US,"TIGER/Line® dataset from the US Census Bureau"
USC00315356,10838.4,332,35.8033,-82.6658,585.2,NC,MARSHALL,12015,35.803197,-82.665822,1,rooftop,578,"Smith Hollow Rd",Marshall,NC,"Madison County",28753,US,Madison
US1ILWD0005,10819.2,333,41.816,-89.904,224,IL,"MORRISON 3.2 E",14247,41.816341,-89.90414,1,rooftop,17856,"Hazel Rd",Morrison,IL,"Whiteside County",61270,US,Whiteside
USS0008M10S,10811,334,37.44,-108.02,3287.3,CO,"Columbus Basin",14224,37.44,-108.02,0.07,nearest_place,,,Durango,CO,"La Plata County",81302,US,"TIGER/Line® dataset from the US Census Bureau"
USW00014606,10810.9,335,44.7978,-68.8186,45.1,ME,"BANGOR INTL AP",13215,44.79146,-68.825058,1,nearest_street,1226,"Us Hwy 2",Bangor,ME,"Penobscot County",04401,US,"TIGER/Line® dataset from the US Census Bureau"
USW00003820,10799.2,336,33.3644,-81.9633,40.2,GA,"AUGUSTA BUSH FLD AP",12927,33.361751,-81.970295,0.93,nearest_street,2442,"Doug Barnard Pkwy",Augusta,GA,"Richmond County",30906,US,"TIGER/Line® dataset from the US Census Bureau"
USW00094823,10794.8,337,40.4847,-80.2144,366.7,PA,"PITTSBURGH INTL AP",13335,40.486295,-80.202743,1,nearest_street,,"I 376 Business",Coraopolis,PA,"Allegheny County",15108,US,"TIGER/Line® dataset from the US Census Bureau"
USW00013743,10770.8,338,38.8483,-77.0342,3,VA,"WASHINGTON REAGAN AP",10765,38.84893,-77.032638,0.98,rooftop,2450,"Levee Rd",Arlington,VA,"Arlington County",22202,US,"Virginia Geographic Information Network (VGIN)"
USC00437054,10759.4,339,44.42,-72.0194,213.4,VT,"SAINT JOHNSBURY",12065,44.420152,-72.019258,1,rooftop,46,"Charles St","Saint Johnsbury",VT,"Caledonia County",05819,US,"VT Enhanced 911 Board, VCGI"
USC00369823,10757.7,340,40.0394,-78.5239,361.2,PA,WOLFSBURG,11936,40.03936,-78.52382,1,rooftop,127,"Maple Dr",Bedford,PA,"Bedford County",15522,US,Bedford
USS0006H23S,10754.7,341,41.46,-106.28,3063.2,WY,"Sand Lake",10696,41.46,-106.28,0.03,nearest_place,,,Centennial,WY,"Carbon County",82055,US,"TIGER/Line® dataset from the US Census Bureau"
USS0009E13S,10743.4,342,44.38,-109.79,2980.9,WY,Blackwater,10848,44.38,-109.79,0.04,nearest_place,,,"Pahaska Tepee",WY,"Park County",82414,US,"TIGER/Line® dataset from the US Census Bureau"
US1ILCN0003,10727.2,343,39.4736,-89.0462,195.1,IL,"PANA 6.2 NNE",13093,39.472634,-89.044128,1,nearest_street,865,"Us Hwy 51",Assumption,IL,"Christian County",62510,US,"TIGER/Line® dataset from the US Census Bureau"
USC00442044,10700.4,344,37.8111,-79.9883,379.2,VA,"COVINGTON FLTR PLT",9708,37.810775,-79.987239,1,nearest_street,1509,"Us Hwy 220",Covington,VA,"Covington city",24426,US,"TIGER/Line® dataset from the US Census Bureau"
USC00474790,10688.1,345,43.3217,-89.5311,251.2,WI,LODI,13414,43.321437,-89.530771,1,rooftop,707,"Fair St",Lodi,WI,"Columbia County",53555,US,Statewide
USW00024233,10681.9,346,47.4444,-122.3139,112.8,WA,"SEATTLE TACOMA INTL AP",8610,47.445359,-122.318408,0.95,nearest_street,17586,"12th Ave S",Seattle,WA,"King County",98148,US,"TIGER/Line® dataset from the US Census Bureau"
USC00464840,10667.1,347,39.4214,-79.005,294.1,WV,"KEYSER 2 SSW",10027,39.421449,-79.004818,1,rooftop,482,"Stony Run Rd",Keyser,WV,"Mineral County",26726,US,Statewide
USS0020L02S,10638.6,348,39,-120.13,2343.6,CA,"Rubicon #2",13350,39.009557,-120.122295,0.91,nearest_street,8999,"Highview Dr",Tahoma,CA,"El Dorado County",96142,US,"TIGER/Line® dataset from the US Census Bureau"
USS0011D11S,10636,349,45.51,-111.92,2407.9,MT,"Lower Twin",9906,45.51,-111.92,0.05,nearest_place,,,"Mc Allister",MT,"Madison County",59740,US,"TIGER/Line® dataset from the US Census Bureau"
USS0007M11S,10627.5,350,37.7,-107.78,3249.2,CO,"Spud Mountain",14738,37.7,-107.78,0.04,nearest_place,,,Ophir,CO,"San Juan County",81426,US,"TIGER/Line® dataset from the US Census Bureau"
USW00014733,10578.8,351,42.9486,-78.7369,211.2,NY,BUFFALO,12151,42.949274,-78.736554,0.99,rooftop,1179,"Wehrle Dr",Buffalo,NY,"Erie County",14225,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
USW00094860,10554.5,352,42.8939,-85.5447,237.1,MI,"GRAND RAPIDS",13061,42.893251,-85.54398,0.99,rooftop,4949,"Tim Dougherty Dr SE","Grand Rapids",MI,"Kent County",49512,US,Kent
USW00093815,10550.9,353,39.9061,-84.2186,304.8,OH,"DAYTON INTL AP",10922,39.907952,-84.227115,0.93,nearest_street,11000,"Peters Pike",Vandalia,OH,"Montgomery County",45377,US,"TIGER/Line® dataset from the US Census Bureau"
USW00094908,10545,354,42.3978,-90.7036,321.9,IA,"DUBUQUE RGNL AP",13946,42.397807,-90.694464,1,nearest_street,7411,"Us Hwy 61",Dubuque,IA,"Dubuque County",52003,US,"TIGER/Line® dataset from the US Census Bureau"
USS0011C01S,10529.2,355,46.56,-111.29,2423.2,MT,"Boulder Mountain",9246,46.56,-111.29,0.04,nearest_place,,,Townsend,MT,"Meagher County",59644,US,"TIGER/Line® dataset from the US Census Bureau"
